timestamp,sound,co2,voltage,case_no
2025-10-21 17:02:03,,,23.76,17
2025-10-21 17:02:03,,,23.77,17
2025-10-21 17:02:04,,,23.76,17
2025-10-21 17:02:05,,,23.74,17
2025-10-21 17:02:05,412,,,17
2025-10-21 17:02:05,,,23.77,17
2025-10-21 17:02:07,,,23.74,17
2025-10-21 17:02:07,,,23.77,17
2025-10-21 17:02:08,218,,,17
2025-10-21 17:02:08,,,23.78,17
2025-10-21 17:02:09,,,23.8,17
2025-10-21 17:02:10,,,23.78,17
2025-10-21 17:02:10,,,23.77,17
2025-10-21 17:02:11,91,,,17
2025-10-21 17:02:11,,,23.78,17
2025-10-21 17:02:12,,24.98,,17
2025-10-21 17:02:12,,,23.73,17
2025-10-21 17:02:12,,,23.77,17
2025-10-21 17:02:13,74,,,17
2025-10-21 17:02:14,,,23.76,17
2025-10-21 17:02:15,,25.01,,17
2025-10-21 17:02:15,,,23.77,17
2025-10-21 17:02:16,69,,,17
2025-10-21 17:02:16,,,23.76,17
2025-10-21 17:02:17,,,23.74,17
2025-10-21 17:02:17,,,23.77,17
2025-10-21 17:02:18,,,23.78,17
2025-10-21 17:02:19,58,,,17
2025-10-21 17:02:19,,,23.77,17
2025-10-21 17:02:20,,,23.78,17
2025-10-21 17:02:21,,25,,17
2025-10-21 17:02:22,,,23.76,17
2025-10-21 17:02:22,162,,,17
2025-10-21 17:02:23,,,23.78,17
2025-10-21 17:02:23,,,23.77,17
2025-10-21 17:02:23,,25.02,,17
2025-10-21 17:02:24,,,23.81,17
2025-10-21 17:02:24,,,23.76,17
2025-10-21 17:02:25,75,,,17
2025-10-21 17:02:25,,,23.78,17
2025-10-21 17:02:26,,,23.77,17
2025-10-21 17:02:27,,25.01,,17
2025-10-21 17:02:27,,,23.7,17
2025-10-21 17:02:28,74,,,17
2025-10-21 17:02:28,,,23.77,17
2025-10-21 17:02:28,,,23.78,17
2025-10-21 17:02:29,,,23.77,17
2025-10-21 17:02:31,,,23.78,17
2025-10-21 17:02:31,94,,,17
2025-10-21 17:02:31,,,23.76,17
2025-10-21 17:02:32,,25.02,,17
2025-10-21 17:02:32,,,23.77,17
2025-10-21 17:02:33,,,23.78,17
2025-10-21 17:02:33,99,,,17
2025-10-21 17:02:34,,,23.71,17
2025-10-21 17:02:35,,,23.73,17
2025-10-21 17:02:35,,,23.77,17
2025-10-21 17:02:36,111,,,17
2025-10-21 17:02:36,,,23.8,17
2025-10-21 17:02:37,,,23.77,17
2025-10-21 17:02:39,118,,,17
2025-10-21 17:02:39,,,23.78,17
2025-10-21 17:02:40,,,23.77,17
2025-10-21 17:02:40,,,23.78,17
2025-10-21 17:02:41,,,23.77,17
2025-10-21 17:02:42,113,,,17
2025-10-21 17:02:42,,,23.74,17
2025-10-21 17:02:42,,,23.78,17
2025-10-21 17:02:43,,,23.74,17
2025-10-21 17:02:43,,25.04,,17
2025-10-21 17:02:44,,,23.76,17
2025-10-21 17:02:45,,,23.8,17
2025-10-21 17:02:45,225,,,17
2025-10-21 17:02:45,,,23.78,17
2025-10-21 17:02:46,,25.02,,17
2025-10-21 17:02:46,,,23.77,17
2025-10-21 17:02:47,,,23.78,17
2025-10-21 17:02:47,,,23.76,17
2025-10-21 17:02:48,101,,,17
2025-10-21 17:02:48,,,23.77,17
2025-10-21 17:02:49,,25.04,,17
2025-10-21 17:02:49,,,23.8,17
2025-10-21 17:02:50,,,23.74,17
2025-10-21 17:02:51,312,,,17
2025-10-21 17:02:51,,,23.71,17
2025-10-21 17:02:52,,,23.76,17
2025-10-21 17:02:52,,,23.8,17
2025-10-21 17:02:53,,,23.77,17
2025-10-21 17:02:53,529,,,17
2025-10-21 17:02:54,,,23.74,17
2025-10-21 17:02:55,,25.02,,17
2025-10-21 17:02:55,,,23.81,17
2025-10-21 17:02:56,,,23.78,17
2025-10-21 17:02:56,303,,,17
2025-10-21 17:02:56,,,23.77,17
2025-10-21 17:02:57,,,23.76,17
2025-10-21 17:02:58,,25.04,,17
2025-10-21 17:02:58,,,23.74,17
2025-10-21 17:02:59,,,23.77,17
2025-10-21 17:02:59,133,,,17
2025-10-21 17:02:59,,,23.76,17
2025-10-21 17:03:00,,,23.73,17
2025-10-21 17:03:01,,,23.76,17
2025-10-21 17:03:02,251,,,17
2025-10-21 17:03:03,,,23.77,17
2025-10-21 17:03:04,,,23.78,17
2025-10-21 17:03:05,223,,,17
2025-10-21 17:03:06,,,23.77,17
2025-10-21 17:03:06,,25.06,,17
2025-10-21 17:03:06,,,23.76,17
2025-10-21 17:03:07,,,23.8,17
2025-10-21 17:03:08,,,23.78,17
2025-10-21 17:03:08,90,,,17
2025-10-21 17:03:09,,25.04,,17
2025-10-21 17:03:09,,,23.77,17
2025-10-21 17:03:10,,,23.76,17
2025-10-21 17:03:11,,,23.77,17
2025-10-21 17:03:11,96,,,17
2025-10-21 17:03:11,,,23.8,17
2025-10-21 17:03:13,,,23.77,17
2025-10-21 17:03:13,,,23.8,17
2025-10-21 17:03:13,95,,,17
2025-10-21 17:03:14,,,23.76,17
2025-10-21 17:03:15,,,23.77,17
2025-10-21 17:03:15,,,23.78,17
2025-10-21 17:03:16,238,,,17
2025-10-21 17:03:16,,,23.76,17
2025-10-21 17:03:18,,25.06,,17
2025-10-21 17:03:18,,,23.78,17
2025-10-21 17:03:19,125,,,17
2025-10-21 17:03:19,,,23.8,17
2025-10-21 17:03:20,,,23.77,17
2025-10-21 17:03:21,,,23.74,17
2025-10-21 17:03:22,,,23.76,17
2025-10-21 17:03:22,164,,,17
2025-10-21 17:03:23,,,23.74,17
2025-10-21 17:03:23,,25.07,,17
2025-10-21 17:03:24,,,23.78,17
2025-10-21 17:03:25,725,,,17
2025-10-21 17:03:25,,,23.74,17
2025-10-21 17:03:26,,25.06,,17
2025-10-21 17:03:26,,,23.76,17
2025-10-21 17:03:27,,,23.8,17
2025-10-21 17:03:27,,,23.81,17
2025-10-21 17:03:28,370,,,17
2025-10-21 17:03:28,,,23.77,17
2025-10-21 17:03:29,,,23.78,17
2025-10-21 17:03:30,,,23.77,17
2025-10-21 17:03:30,214,,,17
2025-10-21 17:03:32,,,23.78,17
2025-10-21 17:03:32,,25.07,,17
2025-10-21 17:03:33,,,23.77,17
2025-10-21 17:03:33,105,,,17
2025-10-21 17:03:34,,,23.78,17
2025-10-21 17:03:36,,,23.74,17
2025-10-21 17:03:36,55,,,17
2025-10-21 17:03:36,,,23.77,17
2025-10-21 17:03:37,,,23.78,17
2025-10-21 17:03:38,,,23.8,17
2025-10-21 17:03:38,,,23.76,17
2025-10-21 17:03:39,24,,,17
2025-10-21 17:03:39,,,23.74,17
2025-10-21 17:03:40,,,23.76,17
2025-10-21 17:03:41,,,23.77,17
2025-10-21 17:03:41,,,23.78,17
2025-10-21 17:03:42,953,,,17
2025-10-21 17:03:43,,,23.77,17
2025-10-21 17:03:43,,,23.78,17
2025-10-21 17:03:44,,,23.74,17
2025-10-21 17:03:45,500,,,17
2025-10-21 17:03:45,,,23.77,17
2025-10-21 17:03:45,,,23.78,17
2025-10-21 17:03:47,,,23.76,17
2025-10-21 17:03:48,207,,,17
2025-10-21 17:03:48,,,23.77,17
2025-10-21 17:03:49,,25.06,,17
2025-10-21 17:03:50,,,23.76,17
2025-10-21 17:03:50,191,,,17
2025-10-21 17:03:51,,,23.8,17
2025-10-21 17:03:52,,25.07,,17
2025-10-21 17:03:52,,,23.78,17
2025-10-21 17:03:53,111,,,17
2025-10-21 17:03:54,,,23.76,17
2025-10-21 17:03:55,,25.06,,17
2025-10-21 17:03:55,,,23.77,17
2025-10-21 17:03:55,,,23.78,17
2025-10-21 17:03:56,58,,,17
2025-10-21 17:03:56,,,23.77,17
2025-10-21 17:03:57,,,23.78,17
2025-10-21 17:03:58,,25.09,,17
2025-10-21 17:03:58,,,23.77,17
2025-10-21 17:03:59,65,,,17
2025-10-21 17:03:59,,,23.78,17
2025-10-21 17:04:00,,,23.77,17
2025-10-21 17:04:00,,25.07,,17
2025-10-21 17:04:01,,,23.8,17
2025-10-21 17:04:02,,,23.76,17
2025-10-21 17:04:02,59,,,17
